query,name,google_id,place_id,location_link,reviews_link,reviews,rating,review_id,review_pagination_id,author_link,author_title,author_id,author_image,review_text,review_img_url,review_img_urls,review_questions,review_photo_ids,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,State On Campus Bloomington,0x886c66d2e4815c63:0x54817981dac47e66,ChIJY1yB5NJmbIgRZn7E2oF5gVQ,"https://www.google.com/maps/place/State+On+Campus+Bloomington/@39.1848458,-86.5328754,14z/data=!4m8!1m2!2m1!1sState+On+Campus+Bloomington!3m4!1s0x886c66d2e4815c63:0x54817981dac47e66!8m2!3d39.1848458!4d-86.5328754",https://search.google.com/local/reviews?placeid=ChIJY1yB5NJmbIgRZn7E2oF5gVQ&authuser=0&hl=en&gl=US,191,3.5,ChZDSUhNMG9nS0VJQ0FnSUMtbE1XaWR3EAE,CAESBkVnSUlBUQ==,https://www.google.com/maps/contrib/109839330111495228413?hl=en-US,Aziz Bohra,109839330111495228413,https://lh3.googleusercontent.com/a-/ALV-UjVb33cJZE86gy6gACRqUhzPtL-LeaK4XGvaUbYbli_817Y=s120-c-rp-mo-ba3-br100,"This place has my heart! Spacious rooms, quality furniture, good maintenance, top-notch amenities, and many more.
The rent is around $650-700, so I can say a bit costly, but it's totally worth it. I have been living here for 2022-2023 period, and everything seems pretty good.",https://lh5.googleusercontent.com/p/AF1QipM0JmcJuqYN3qLAYLWwM8IP42sLcTxicyaugD30,"https://lh5.googleusercontent.com/p/AF1QipM0JmcJuqYN3qLAYLWwM8IP42sLcTxicyaugD30, https://lh5.googleusercontent.com/p/AF1QipMwuCssDDsSiAV63BWM8U_VI8kYRdUlmRLUaMpn, https://lh5.googleusercontent.com/p/AF1QipNXIqgnuIBg7q0dsEnO5xkvrbspTFqqWth9o6XZ, https://lh5.googleusercontent.com/p/AF1QipP8D5ZzzTgik3tfIT_QzW-7ZMEwiCs8XrtS_C_w, https://lh5.googleusercontent.com/p/AF1QipOcwaMbLdpBvBIGgwPubz7VmJiWEZM8-9qo-QPy, https://lh5.googleusercontent.com/p/AF1QipPSTVNiBj8TH7jH2yCpLzhOJHpKW1fDGXPwxKDS, https://lh5.googleusercontent.com/p/AF1QipNeIeFTCEZl2Zz0E9svtSDn7OcbRYj7iERCj6-F, https://lh5.googleusercontent.com/p/AF1QipMNwwMaGGZeREo6DXeUqtAEqz9evrtR1EopmXqe, https://lh5.googleusercontent.com/p/AF1QipOkA2jzjAF8ZUQNfrxaFL3lyGfMoIYFwlUZ9qsB",,"AF1QipM0JmcJuqYN3qLAYLWwM8IP42sLcTxicyaugD30, AF1QipMwuCssDDsSiAV63BWM8U_VI8kYRdUlmRLUaMpn, AF1QipNXIqgnuIBg7q0dsEnO5xkvrbspTFqqWth9o6XZ, AF1QipP8D5ZzzTgik3tfIT_QzW-7ZMEwiCs8XrtS_C_w, AF1QipOcwaMbLdpBvBIGgwPubz7VmJiWEZM8-9qo-QPy, AF1QipPSTVNiBj8TH7jH2yCpLzhOJHpKW1fDGXPwxKDS, AF1QipNeIeFTCEZl2Zz0E9svtSDn7OcbRYj7iERCj6-F, AF1QipMNwwMaGGZeREo6DXeUqtAEqz9evrtR1EopmXqe, AF1QipOkA2jzjAF8ZUQNfrxaFL3lyGfMoIYFwlUZ9qsB","Thanks for your feedback.  We are grateful that you have chosen to call State on Campus Bloomington home and are thankful to have you as a resident! We'd appreciate if you could share your feedback to Google. Thanks again! -Tabbitha Pitzer, Community Manager",1667328885.0,11/01/2022 18:54:45,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMtbE1XaWR3EAE!2m1!1s0x0:0x54817981dac47e66!3m1!1s2@1:CIHM0ogKEICAgIC-lMWidw%7CCgsIs8WeoQYQ6KOvCQ%7C?hl=en-US,5,1680319155,04/01/2023 03:19:15,0,6089281769809673830,60,4,8,16,103
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,State On Campus Bloomington,0x886c66d2e4815c63:0x54817981dac47e66,ChIJY1yB5NJmbIgRZn7E2oF5gVQ,"https://www.google.com/maps/place/State+On+Campus+Bloomington/@39.1848458,-86.5328754,14z/data=!4m8!1m2!2m1!1sState+On+Campus+Bloomington!3m4!1s0x886c66d2e4815c63:0x54817981dac47e66!8m2!3d39.1848458!4d-86.5328754",https://search.google.com/local/reviews?placeid=ChIJY1yB5NJmbIgRZn7E2oF5gVQ&authuser=0&hl=en&gl=US,191,3.5,ChZDSUhNMG9nS0VJQ0FnSUNaOC15NkhBEAE,CAESBkVnSUlBZw==,https://www.google.com/maps/contrib/102607480175477014087?hl=en-US,Nessa Bacher,102607480175477014087,https://lh3.googleusercontent.com/a/ACg8ocLOs4KHwIKqEzS6ODF7Wj3PcfpKNgigwEwoPTkVGDk=s120-c-rp-mo-br100,"I’ll start with the positives of living at State on Campus Bloomington. This is not a bad choice for your first place to live at when moving out of the dorms. I really enjoyed the location, amenities & staff members in the office. They do well with communicating unit entry, office closure and maintenance. Since they house a lot of students, there’s a good chance you’ll meet some really cool people. They also have students working the front desk so it’s nice to talk to people your own age. The property manager, Tabbitha, is extremely understanding and I had amazing conversations with her whether it was about the property or just things going on in my life. She really feels like a friend! I want to stress that my review has nothing to do with her skills as a property manager or her as a person (as well as any other of the wonderful staff members I had the pleasure of getting to know) as the issue I am about to describe did not seem to involve her at all but someone who works for/represents State that I have never seen at the physical location before.

Here’s my issue with State on Bloomington and why I cannot give it 5 stars. My roommate paid to have her room and part of the living room cleaned and still got charged a cleaning fee. In the agreement, there is a section that clearly states she did NOT have to “clean all areas of the apartment”. When we emailed corporate to ask about that fee, they said it “only covered her room and not the common area”. If that was the case, that should’ve been stated in the cleaning agreement. So not only did she pay $100 in cleaning fees, she was charged an additional $109 for “1/3 common area cleaning”.

On top of that, they’re charging us a total of $400 for repainting the walls. When we asked them to send pictures of damages that needed repaint, it’s like they didn’t even try to clean the walls first. While there were smudges (due to normal wear and tear) on the wall, it was clear that they took those pictures before cleaning. When I asked for a breakdown of paint and labor, and how it would cost $400, they told us that State needed to do a whole repaint on two of the walls. Let it also be known that we barely decorated the walls of that apartment so there were no holes or paint ripped off from tape.

As a college student, I do not have the time nor money to dispute these charges either legally or just between me and the apartment. I have already contacted State about this and do not wish to go back and forth again just for them to tell me I’m “wrong”. However, I do want to leave this review here for future residents so they are aware of the move out situation. Most of the reviews that have been written are by current residents who have not moved out yet. I also want to note that as a resident, you are incentivized to write reviews in exchange for gift cards or something related. While this does not guarantee good reviews, for a gift card I would definitely be quick to put five stars and a short note that doesn’t really sum up a full experience here as others have. You can really tell by reading some of these reviews. I’m sure this is not the first or only apartment to do this but I thought that was important to note.

All this to say: good place to live, be careful about the move out fees and TAKE PHOTOS OF EVERYTHING UPON MOVE-IN. They will take any chance to charge you for it if you don’t.

**EDIT**
They were able to change the price for my move out fee. Good response to my issues/complaint. I encourage others who have issues with State to continue communicating with them. Originally, I did not want to but I sent one last email in hopes of change. Clearly, it was worthwhile and I respect the staff for listening to my concerns and helping to rectify the issue.",,,,,"We are so pleased to hear that you enjoy living at State on Campus Bloomington! Thank you for the sweet words and as always feel free to stop in the office to say hey! Thanks, - Tabbitha Pitzer, Community Manager",1695046859.0,09/18/2023 14:20:59,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaOC15NkhBEAE!2m1!1s0x0:0x54817981dac47e66!3m1!1s2@1:CIHM0ogKEICAgICZ8-y6HA%7CCgsIkaPDqAYQ0L2PZQ%7C?hl=en-US,4,1695601041,09/25/2023 00:17:21,0,6089281769809673830,60,4,8,16,103
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,State On Campus Bloomington,0x886c66d2e4815c63:0x54817981dac47e66,ChIJY1yB5NJmbIgRZn7E2oF5gVQ,"https://www.google.com/maps/place/State+On+Campus+Bloomington/@39.1848458,-86.5328754,14z/data=!4m8!1m2!2m1!1sState+On+Campus+Bloomington!3m4!1s0x886c66d2e4815c63:0x54817981dac47e66!8m2!3d39.1848458!4d-86.5328754",https://search.google.com/local/reviews?placeid=ChIJY1yB5NJmbIgRZn7E2oF5gVQ&authuser=0&hl=en&gl=US,191,3.5,ChZDSUhNMG9nS0VJQ0FnSUNaajlMZFFREAE,CAESBkVnSUlBdw==,https://www.google.com/maps/contrib/102995379748615112567?hl=en-US,Jacob Bennett,102995379748615112567,https://lh3.googleusercontent.com/a-/ALV-UjVZ0jK8ZSA6gSpwQc3IQT0XjyhJ6s1LSPyOXKkIUnaETKo=s120-c-rp-mo-br100,Easily one of scummiest and shadiest apartments I’ve ever been to. After my roommate and me moved out and some friends as well moved out. They tried to get us for thousands of dollars. Mind you most of it was “cleaning” and “painting” which we left that place spotless almost 900 dollars worth of cleaning and painting and the leasing agreement says max pain is 120 and max cleaning is 50 make sure you look and read your leasing agreements,,,,,"Jacob, we really enjoyed having you stay with us and are upset to see this feedback. Our main priority is to provide the best customer service and it appears that we can make some adjustments. I would like to sincerely apologize for the problems you went through and want the chance to correct it. Please reach out to me at (812)334-2898 or tpitzer@corespaces.com. I hope to hear from you soon. -Tabbitha Pitzer, Community Manager",1695227710.0,09/20/2023 16:35:10,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNaajlMZFFREAE!2m1!1s0x0:0x54817981dac47e66!3m1!1s2@1:CIHM0ogKEICAgICZj9LdQQ%7CCgsIgpKsqAYQgMDaSg%7C?hl=en-US,1,1695222018,09/20/2023 15:00:18,1,6089281769809673830,60,4,8,16,103
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,State On Campus Bloomington,0x886c66d2e4815c63:0x54817981dac47e66,ChIJY1yB5NJmbIgRZn7E2oF5gVQ,"https://www.google.com/maps/place/State+On+Campus+Bloomington/@39.1848458,-86.5328754,14z/data=!4m8!1m2!2m1!1sState+On+Campus+Bloomington!3m4!1s0x886c66d2e4815c63:0x54817981dac47e66!8m2!3d39.1848458!4d-86.5328754",https://search.google.com/local/reviews?placeid=ChIJY1yB5NJmbIgRZn7E2oF5gVQ&authuser=0&hl=en&gl=US,191,3.5,ChdDSUhNMG9nS0VJQ0FnSURwbUxPRTRRRRAB,CAESBkVnSUlCQQ==,https://www.google.com/maps/contrib/116482650061079514034?hl=en-US,Abby Bridgford,116482650061079514034,https://lh3.googleusercontent.com/a-/ALV-UjXrp8O67IqQvuUCT4uUtZkJWpaoVBgQG8Uk8rGAPN5cL0w=s120-c-rp-mo-br100,"I have had the most incredible living experience at State on Campus, and it's all thanks to the outstanding team here, especially Tabbitha and Ethan. From the moment I moved in, I've been consistently impressed by their dedication to ensuring a comfortable and enjoyable living environment.

Tabbitha, the manager, is nothing short of amazing. Her attention to detail and commitment to resident satisfaction is truly exceptional. She goes above and beyond to address any concerns promptly and efficiently, making sure that every resident feels valued and heard. Her warm and welcoming demeanor creates a sense of community that's hard to find elsewhere. Tabbitha's leadership truly sets a standard for exceptional management.

Ethan deserves a special mention as well. He is always there to lend a helping hand whenever needed. Whether it's a maintenance issue or a general inquiry, Ethan's responsiveness and professionalism are truly commendable. It's reassuring to know that there's someone like him who genuinely cares about the well-being of the residents. His dedication to maintaining the complex's facilities and ensuring everything runs smoothly is truly appreciated.

Beyond the incredible team, the State on Campus itself is a gem. The apartments are well-maintained, spacious, and filled with modern amenities that cater to a comfortable lifestyle. The common areas are always kept clean and inviting, creating a sense of pride among the residents.

Overall, State on Campus exceeded my expectations in every way. If you're looking for a place to call home where you'll be treated with respect, where your needs are attended to promptly, and where the staff goes the extra mile, then this is the place for you. Kudos to Tabbitha, Ethan, and the entire team for creating such an exceptional living experience. I couldn't be happier to call State my home.",,,,,"Thanks for your feedback. We are grateful that you have chosen to call State on Campus Bloomington home and are thankful to have you as a resident! Thanks again! -Tabbitha Pitzer, Community Manager",1692291767.0,08/17/2023 17:02:47,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURwbUxPRTRRRRAB!2m1!1s0x0:0x54817981dac47e66!3m1!1s2@1:CIHM0ogKEICAgIDpmLOE4QE%7CCgwI-MTupgYQgPOK1gM%7C?hl=en-US,5,1692115576,08/15/2023 16:06:16,0,6089281769809673830,60,4,8,16,103
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,State On Campus Bloomington,0x886c66d2e4815c63:0x54817981dac47e66,ChIJY1yB5NJmbIgRZn7E2oF5gVQ,"https://www.google.com/maps/place/State+On+Campus+Bloomington/@39.1848458,-86.5328754,14z/data=!4m8!1m2!2m1!1sState+On+Campus+Bloomington!3m4!1s0x886c66d2e4815c63:0x54817981dac47e66!8m2!3d39.1848458!4d-86.5328754",https://search.google.com/local/reviews?placeid=ChIJY1yB5NJmbIgRZn7E2oF5gVQ&authuser=0&hl=en&gl=US,191,3.5,ChdDSUhNMG9nS0VJQ0FnSURaay1mWXlnRRAB,CAESBkVnSUlCUQ==,https://www.google.com/maps/contrib/111839841243996652019?hl=en-US,Cami Stanley,111839841243996652019,https://lh3.googleusercontent.com/a/ACg8ocLEvwNNBiMDNaR8KRRZFeBUf2KmzwnpinRM5WSK1Hjo=s120-c-rp-mo-br100,"There is no visitor parking. Tenants have no space for guests to park when they come to visit. Staff told me to park on campus (which is a roughly 45 minute walk). Soooo don’t drive your car to this complex because you have no where to park. For the cost of rent, this is absolutely pathetic. Tenants should be allowed visitors.",,,,,"Cami, thank you for voicing your concerns. To issue the most ideal parking set-up for our community, we control selected parking areas. We aim for exceptional customer experience, so please allow me to address your specific concerns to find a solution that works for you. Please contact me at (812) 334-2898 or tpitzer@corespaces.com. Thank you! -Tabbitha Pitzer, Community Manager",1697139391.0,10/12/2023 19:36:31,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURaay1mWXlnRRAB!2m1!1s0x0:0x54817981dac47e66!3m1!1s2@1:CIHM0ogKEICAgIDZk-fYygE%7CCgwIs4uGqQYQ2JnonQM%7C?hl=en-US,1,1696695731,10/07/2023 16:22:11,0,6089281769809673830,60,4,8,16,103
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,State On Campus Bloomington,0x886c66d2e4815c63:0x54817981dac47e66,ChIJY1yB5NJmbIgRZn7E2oF5gVQ,"https://www.google.com/maps/place/State+On+Campus+Bloomington/@39.1848458,-86.5328754,14z/data=!4m8!1m2!2m1!1sState+On+Campus+Bloomington!3m4!1s0x886c66d2e4815c63:0x54817981dac47e66!8m2!3d39.1848458!4d-86.5328754",https://search.google.com/local/reviews?placeid=ChIJY1yB5NJmbIgRZn7E2oF5gVQ&authuser=0&hl=en&gl=US,191,3.5,ChdDSUhNMG9nS0VJQ0FnSURoMlBqMzZnRRAB,CAESBkVnSUlCZw==,https://www.google.com/maps/contrib/117809746828447813634?hl=en-US,Andrew Wilderman,117809746828447813634,https://lh3.googleusercontent.com/a/ACg8ocKdkRXZqQr-8DncUEHZBzUG-9kw0y7y8g8kuYcZc-iS=s120-c-rp-mo-br100,"NEVER LIVE HERE!! They don't charge a security deposit and when we moved out, we left the place spotless. They charged us over $500 in random move-out fees (cleaning, painting, administrative fees). We sent them pictures we took on move-out day and provided proof the place was clean with no damages, and they just sold the debt to a debt collector and ruined our credit. While we lived there, it was horribly managed. The amenities were never open, the staff was rude. Avoid this place at all costs.",,,,,"Andrew, we really enjoyed having you stay with us and are upset to see this feedback. Our main priority is to provide the best customer service and it appears that we can make some adjustments. I would like to sincerely apologize for the problems you went through. -Tabbitha Pitzer, Community Manager",1677771297.0,03/02/2023 15:34:57,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoMlBqMzZnRRAB!2m1!1s0x0:0x54817981dac47e66!3m1!1s2@1:CIHM0ogKEICAgIDh2Pj36gE%7CCgwIja75nwYQ2JP2nAI%7C?hl=en-US,1,1677612813,02/28/2023 19:33:33,3,6089281769809673830,60,4,8,16,103
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,State On Campus Bloomington,0x886c66d2e4815c63:0x54817981dac47e66,ChIJY1yB5NJmbIgRZn7E2oF5gVQ,"https://www.google.com/maps/place/State+On+Campus+Bloomington/@39.1848458,-86.5328754,14z/data=!4m8!1m2!2m1!1sState+On+Campus+Bloomington!3m4!1s0x886c66d2e4815c63:0x54817981dac47e66!8m2!3d39.1848458!4d-86.5328754",https://search.google.com/local/reviews?placeid=ChIJY1yB5NJmbIgRZn7E2oF5gVQ&authuser=0&hl=en&gl=US,191,3.5,ChdDSUhNMG9nS0VJQ0FnSURwcFpXOTV3RRAB,CAESBkVnSUlCdw==,https://www.google.com/maps/contrib/116303833320055702875?hl=en-US,srikanth reddy,116303833320055702875,https://lh3.googleusercontent.com/a-/ALV-UjVny9IZmzdl5x8VmKTYZ5zFz3ObKueO9nIqOgYujeN5p61N=s120-c-rp-mo-br100,Please take all the pictures of the Unit before you move in. They are going to charge you a lot of cleaning after you move out. I was charged $325 which is huge amount in cities like Bloomington it should not be more than $150.,,,,,"Thank you for bringing this concern to our attention, Srikanth. It is our priority to treat everyone with respect and ensure our residents love their home and community. We want to improve and value your feedback. Please visit the office to visit or contact us at (812) 334-2898 or tpitzer@corespaces.com so we can take better care of you and work to improve your experience with us. We truly apologize. -Tabbitha Pitzer, Community Manager",1693253756.0,08/28/2023 20:15:56,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURwcFpXOTV3RRAB!2m1!1s0x0:0x54817981dac47e66!3m1!1s2@1:CIHM0ogKEICAgIDppZW95wE%7CCgwI0eijpwYQgLbZgwE%7C?hl=en-US,1,1692988497,08/25/2023 18:34:57,2,6089281769809673830,60,4,8,16,103
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,State On Campus Bloomington,0x886c66d2e4815c63:0x54817981dac47e66,ChIJY1yB5NJmbIgRZn7E2oF5gVQ,"https://www.google.com/maps/place/State+On+Campus+Bloomington/@39.1848458,-86.5328754,14z/data=!4m8!1m2!2m1!1sState+On+Campus+Bloomington!3m4!1s0x886c66d2e4815c63:0x54817981dac47e66!8m2!3d39.1848458!4d-86.5328754",https://search.google.com/local/reviews?placeid=ChIJY1yB5NJmbIgRZn7E2oF5gVQ&authuser=0&hl=en&gl=US,191,3.5,ChdDSUhNMG9nS0VJQ0FnSUNwNUstOTFnRRAB,CAESBkVnSUlDQQ==,https://www.google.com/maps/contrib/113674973483736101583?hl=en-US,Bhargav Desai,113674973483736101583,https://lh3.googleusercontent.com/a/ACg8ocIDxlQJLVZa8U4cuWsJi-bJUdCd_ocDU8y5wsZmMNJs=s120-c-rp-mo-br100,"Amazing place, at a sweet price. The management is helpful and considerate with great facilities and a good community all around. Enjoyed my time here!",,,,,"Thanks for your feedback. We are grateful that you have chosen to call State on Campus Bloomington home and are thankful to have you as a resident! Thanks again! -Tabbitha Pitzer, Community Manager",1690825581.0,07/31/2023 17:46:21,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwNUstOTFnRRAB!2m1!1s0x0:0x54817981dac47e66!3m1!1s2@1:CIHM0ogKEICAgICp5K-91gE%7CCgwIoY2TpgYQqIzglQM%7C?hl=en-US,5,1690617505,07/29/2023 07:58:25,0,6089281769809673830,60,4,8,16,103
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,State On Campus Bloomington,0x886c66d2e4815c63:0x54817981dac47e66,ChIJY1yB5NJmbIgRZn7E2oF5gVQ,"https://www.google.com/maps/place/State+On+Campus+Bloomington/@39.1848458,-86.5328754,14z/data=!4m8!1m2!2m1!1sState+On+Campus+Bloomington!3m4!1s0x886c66d2e4815c63:0x54817981dac47e66!8m2!3d39.1848458!4d-86.5328754",https://search.google.com/local/reviews?placeid=ChIJY1yB5NJmbIgRZn7E2oF5gVQ&authuser=0&hl=en&gl=US,191,3.5,ChZDSUhNMG9nS0VJQ0FnSUNvamJuRk5BEAE,CAESBkVnSUlDUQ==,https://www.google.com/maps/contrib/109354972257147891121?hl=en-US,Min Park,109354972257147891121,https://lh3.googleusercontent.com/a-/ALV-UjXf8Odc_TSgNO558FyaFUJE7qFhBGXL4XUbMcOnIPBr8Zs=s120-c-rp-mo-ba4-br100,"Horrible horrible management. We had a few guys come in to drill into the wall for whatever reason. Management never sent an email detailing when they would come or what time. They came at 8:30 in the morning while we were asleep and I woke up and left my room to men drilling in there. They said they would have to come back on Friday so I asked them if they could come around 9 and they came at noon. They called me a liar to my face. The leasing employee comes back highlighting in the contract that technically they're allowed to come in anytime. I told them well technically they could just sleep and live here then. She smiled and said yes they could. I also mentioned the email they sent last week stated they would notify each unit when maintenance would happen. She simply responded with a smile and pointed back to the lease saying it's not necessary. She then said: ""I don't have to explain anything to you. It's all in the lease."" And left.

Absolutely ridiculous. I paid $8000 when I first started living here (10 months of rent) and this is how they treat their tenants. Wow. I'm attaching the email saying they would notify each unit ahead of time. Never followed up cause you know, it's not required by the lease.",https://lh5.googleusercontent.com/p/AF1QipPFzTejUm2VWl41FKOaWN04dM1Ge0bBP2GD4LWV,https://lh5.googleusercontent.com/p/AF1QipPFzTejUm2VWl41FKOaWN04dM1Ge0bBP2GD4LWV,,AF1QipPFzTejUm2VWl41FKOaWN04dM1Ge0bBP2GD4LWV,"Hello, Thank you for your review. You were given sufficient notice of the date that our vendor would be in your unit. The first date they were there, you denied access, correct? That is why an office member, along with maintenance went to knock on your door to clear up any confusion as far as the admittance for work. You had asked when our vendors returned, if they could come later, which is why they came at noon. Your unit was finished last, out of courtesy of your request. As always, it is important to check your emails regarding communications from the office. Have a safe, and enjoyable weekend!",1555097711.0,04/12/2019 19:35:11,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNvamJuRk5BEAE!2m1!1s0x0:0x54817981dac47e66!3m1!1s2@1:CIHM0ogKEICAgICojbnFNA%7CCgsI_d3A4wUQoP3pGA%7C?hl=en-US,1,1550855933,02/22/2019 17:18:53,16,6089281769809673830,60,4,8,16,103
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,State On Campus Bloomington,0x886c66d2e4815c63:0x54817981dac47e66,ChIJY1yB5NJmbIgRZn7E2oF5gVQ,"https://www.google.com/maps/place/State+On+Campus+Bloomington/@39.1848458,-86.5328754,14z/data=!4m8!1m2!2m1!1sState+On+Campus+Bloomington!3m4!1s0x886c66d2e4815c63:0x54817981dac47e66!8m2!3d39.1848458!4d-86.5328754",https://search.google.com/local/reviews?placeid=ChIJY1yB5NJmbIgRZn7E2oF5gVQ&authuser=0&hl=en&gl=US,191,3.5,ChZDSUhNMG9nS0VJQ0FnSURlZ2U2WEVREAE,CAESBkVnSUlDZw==,https://www.google.com/maps/contrib/111470724394028227478?hl=en-US,Jackie L.,111470724394028227478,https://lh3.googleusercontent.com/a/ACg8ocKwE1GNNUn2A4FPF6mwRs_Q3--JA4-QUqO1VUEt0LNf=s120-c-rp-mo-ba3-br100,"NEVER live here. Easily the worst experience of my life— management here is incredibly unhelpful and unaccommodating. My windshield got cracked on THEIR property and to get a replacement parking pass (that I already pay for) they wanted to charge me $50. Not to mention living here has been unbearable because the apartments smell awful; there’s been a terrible odor which they refuse to do anything about. They’ll try to put a fee on nearly everything and finding parking in the first place is a joke. There are way cheaper, better places to live. Go somewhere else.",,,,,"Jackie, thank you for your comment. We strive to achieve the best customer service. We regret that we did not meet your expectations and want to make it right. Please reach out to me at 812-334-2898 or LiveBloomington@stateoncampus.com to discuss the details of your concerns. I look forward to talking with you very soon! -Tabbitha Pitzer, Assistant Community Manager",1665583051.0,10/12/2022 13:57:31,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlZ2U2WEVREAE!2m1!1s0x0:0x54817981dac47e66!3m1!1s2@1:CIHM0ogKEICAgIDege6XEQ%7CCgwIpfOWmgYQiL_A4gE%7C?hl=en-US,1,1665513893,10/11/2022 18:44:53,7,6089281769809673830,60,4,8,16,103
