place_id,review_id,author_id,author_title,review_text,review_rating,review_img_url,review_datetime_utc,owner_answer,owner_answer_timestamp_datetime_utc,review_likes
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChZDSUhNMG9nS0VJQ0FnSUMtbE1XaWR3EAE,109839330111495228413,Aziz Bohra,"This place has my heart! Spacious rooms, quality furniture, good maintenance, top-notch amenities, and many more.
The rent is around $650-700, so I can say a bit costly, but it's totally worth it. I have been living here for 2022-2023 period, and everything seems pretty good.",5,https://lh5.googleusercontent.com/p/AF1QipM0JmcJuqYN3qLAYLWwM8IP42sLcTxicyaugD30,2023-04-01 03:19:15+00:00,"Thanks for your feedback.  We are grateful that you have chosen to call State on Campus Bloomington home and are thankful to have you as a resident! We'd appreciate if you could share your feedback to Google. Thanks again! -Tabbitha Pitzer, Community Manager",2022-11-01 18:54:45+00:00,0
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChZDSUhNMG9nS0VJQ0FnSUNaOC15NkhBEAE,102607480175477014087,Nessa Bacher,"I’ll start with the positives of living at State on Campus Bloomington. This is not a bad choice for your first place to live at when moving out of the dorms. I really enjoyed the location, amenities & staff members in the office. They do well with communicating unit entry, office closure and maintenance. Since they house a lot of students, there’s a good chance you’ll meet some really cool people. They also have students working the front desk so it’s nice to talk to people your own age. The property manager, Tabbitha, is extremely understanding and I had amazing conversations with her whether it was about the property or just things going on in my life. She really feels like a friend! I want to stress that my review has nothing to do with her skills as a property manager or her as a person (as well as any other of the wonderful staff members I had the pleasure of getting to know) as the issue I am about to describe did not seem to involve her at all but someone who works for/represents State that I have never seen at the physical location before.

Here’s my issue with State on Bloomington and why I cannot give it 5 stars. My roommate paid to have her room and part of the living room cleaned and still got charged a cleaning fee. In the agreement, there is a section that clearly states she did NOT have to “clean all areas of the apartment”. When we emailed corporate to ask about that fee, they said it “only covered her room and not the common area”. If that was the case, that should’ve been stated in the cleaning agreement. So not only did she pay $100 in cleaning fees, she was charged an additional $109 for “1/3 common area cleaning”.

On top of that, they’re charging us a total of $400 for repainting the walls. When we asked them to send pictures of damages that needed repaint, it’s like they didn’t even try to clean the walls first. While there were smudges (due to normal wear and tear) on the wall, it was clear that they took those pictures before cleaning. When I asked for a breakdown of paint and labor, and how it would cost $400, they told us that State needed to do a whole repaint on two of the walls. Let it also be known that we barely decorated the walls of that apartment so there were no holes or paint ripped off from tape.

As a college student, I do not have the time nor money to dispute these charges either legally or just between me and the apartment. I have already contacted State about this and do not wish to go back and forth again just for them to tell me I’m “wrong”. However, I do want to leave this review here for future residents so they are aware of the move out situation. Most of the reviews that have been written are by current residents who have not moved out yet. I also want to note that as a resident, you are incentivized to write reviews in exchange for gift cards or something related. While this does not guarantee good reviews, for a gift card I would definitely be quick to put five stars and a short note that doesn’t really sum up a full experience here as others have. You can really tell by reading some of these reviews. I’m sure this is not the first or only apartment to do this but I thought that was important to note.

All this to say: good place to live, be careful about the move out fees and TAKE PHOTOS OF EVERYTHING UPON MOVE-IN. They will take any chance to charge you for it if you don’t.

**EDIT**
They were able to change the price for my move out fee. Good response to my issues/complaint. I encourage others who have issues with State to continue communicating with them. Originally, I did not want to but I sent one last email in hopes of change. Clearly, it was worthwhile and I respect the staff for listening to my concerns and helping to rectify the issue.",4,,2023-09-25 00:17:21+00:00,"We are so pleased to hear that you enjoy living at State on Campus Bloomington! Thank you for the sweet words and as always feel free to stop in the office to say hey! Thanks, - Tabbitha Pitzer, Community Manager",2023-09-18 14:20:59+00:00,0
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChZDSUhNMG9nS0VJQ0FnSUNaajlMZFFREAE,102995379748615112567,Jacob Bennett,Easily one of scummiest and shadiest apartments I’ve ever been to. After my roommate and me moved out and some friends as well moved out. They tried to get us for thousands of dollars. Mind you most of it was “cleaning” and “painting” which we left that place spotless almost 900 dollars worth of cleaning and painting and the leasing agreement says max pain is 120 and max cleaning is 50 make sure you look and read your leasing agreements,1,,2023-09-20 15:00:18+00:00,"Jacob, we really enjoyed having you stay with us and are upset to see this feedback. Our main priority is to provide the best customer service and it appears that we can make some adjustments. I would like to sincerely apologize for the problems you went through and want the chance to correct it. Please reach out to me at (812)334-2898 or tpitzer@corespaces.com. I hope to hear from you soon. -Tabbitha Pitzer, Community Manager",2023-09-20 16:35:10+00:00,1
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSURwbUxPRTRRRRAB,116482650061079514034,Abby Bridgford,"I have had the most incredible living experience at State on Campus, and it's all thanks to the outstanding team here, especially Tabbitha and Ethan. From the moment I moved in, I've been consistently impressed by their dedication to ensuring a comfortable and enjoyable living environment.

Tabbitha, the manager, is nothing short of amazing. Her attention to detail and commitment to resident satisfaction is truly exceptional. She goes above and beyond to address any concerns promptly and efficiently, making sure that every resident feels valued and heard. Her warm and welcoming demeanor creates a sense of community that's hard to find elsewhere. Tabbitha's leadership truly sets a standard for exceptional management.

Ethan deserves a special mention as well. He is always there to lend a helping hand whenever needed. Whether it's a maintenance issue or a general inquiry, Ethan's responsiveness and professionalism are truly commendable. It's reassuring to know that there's someone like him who genuinely cares about the well-being of the residents. His dedication to maintaining the complex's facilities and ensuring everything runs smoothly is truly appreciated.

Beyond the incredible team, the State on Campus itself is a gem. The apartments are well-maintained, spacious, and filled with modern amenities that cater to a comfortable lifestyle. The common areas are always kept clean and inviting, creating a sense of pride among the residents.

Overall, State on Campus exceeded my expectations in every way. If you're looking for a place to call home where you'll be treated with respect, where your needs are attended to promptly, and where the staff goes the extra mile, then this is the place for you. Kudos to Tabbitha, Ethan, and the entire team for creating such an exceptional living experience. I couldn't be happier to call State my home.",5,,2023-08-15 16:06:16+00:00,"Thanks for your feedback. We are grateful that you have chosen to call State on Campus Bloomington home and are thankful to have you as a resident! Thanks again! -Tabbitha Pitzer, Community Manager",2023-08-17 17:02:47+00:00,0
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSURaay1mWXlnRRAB,111839841243996652019,Cami Stanley,"There is no visitor parking. Tenants have no space for guests to park when they come to visit. Staff told me to park on campus (which is a roughly 45 minute walk). Soooo don’t drive your car to this complex because you have no where to park. For the cost of rent, this is absolutely pathetic. Tenants should be allowed visitors.",1,,2023-10-07 16:22:11+00:00,"Cami, thank you for voicing your concerns. To issue the most ideal parking set-up for our community, we control selected parking areas. We aim for exceptional customer experience, so please allow me to address your specific concerns to find a solution that works for you. Please contact me at (812) 334-2898 or tpitzer@corespaces.com. Thank you! -Tabbitha Pitzer, Community Manager",2023-10-12 19:36:31+00:00,0
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSURoMlBqMzZnRRAB,117809746828447813634,Andrew Wilderman,"NEVER LIVE HERE!! They don't charge a security deposit and when we moved out, we left the place spotless. They charged us over $500 in random move-out fees (cleaning, painting, administrative fees). We sent them pictures we took on move-out day and provided proof the place was clean with no damages, and they just sold the debt to a debt collector and ruined our credit. While we lived there, it was horribly managed. The amenities were never open, the staff was rude. Avoid this place at all costs.",1,,2023-02-28 19:33:33+00:00,"Andrew, we really enjoyed having you stay with us and are upset to see this feedback. Our main priority is to provide the best customer service and it appears that we can make some adjustments. I would like to sincerely apologize for the problems you went through. -Tabbitha Pitzer, Community Manager",2023-03-02 15:34:57+00:00,3
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSURwcFpXOTV3RRAB,116303833320055702875,srikanth reddy,Please take all the pictures of the Unit before you move in. They are going to charge you a lot of cleaning after you move out. I was charged $325 which is huge amount in cities like Bloomington it should not be more than $150.,1,,2023-08-25 18:34:57+00:00,"Thank you for bringing this concern to our attention, Srikanth. It is our priority to treat everyone with respect and ensure our residents love their home and community. We want to improve and value your feedback. Please visit the office to visit or contact us at (812) 334-2898 or tpitzer@corespaces.com so we can take better care of you and work to improve your experience with us. We truly apologize. -Tabbitha Pitzer, Community Manager",2023-08-28 20:15:56+00:00,2
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChdDSUhNMG9nS0VJQ0FnSUNwNUstOTFnRRAB,113674973483736101583,Bhargav Desai,"Amazing place, at a sweet price. The management is helpful and considerate with great facilities and a good community all around. Enjoyed my time here!",5,,2023-07-29 07:58:25+00:00,"Thanks for your feedback. We are grateful that you have chosen to call State on Campus Bloomington home and are thankful to have you as a resident! Thanks again! -Tabbitha Pitzer, Community Manager",2023-07-31 17:46:21+00:00,0
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChZDSUhNMG9nS0VJQ0FnSUNvamJuRk5BEAE,109354972257147891121,Min Park,"Horrible horrible management. We had a few guys come in to drill into the wall for whatever reason. Management never sent an email detailing when they would come or what time. They came at 8:30 in the morning while we were asleep and I woke up and left my room to men drilling in there. They said they would have to come back on Friday so I asked them if they could come around 9 and they came at noon. They called me a liar to my face. The leasing employee comes back highlighting in the contract that technically they're allowed to come in anytime. I told them well technically they could just sleep and live here then. She smiled and said yes they could. I also mentioned the email they sent last week stated they would notify each unit when maintenance would happen. She simply responded with a smile and pointed back to the lease saying it's not necessary. She then said: ""I don't have to explain anything to you. It's all in the lease."" And left.

Absolutely ridiculous. I paid $8000 when I first started living here (10 months of rent) and this is how they treat their tenants. Wow. I'm attaching the email saying they would notify each unit ahead of time. Never followed up cause you know, it's not required by the lease.",1,https://lh5.googleusercontent.com/p/AF1QipPFzTejUm2VWl41FKOaWN04dM1Ge0bBP2GD4LWV,2019-02-22 17:18:53+00:00,"Hello, Thank you for your review. You were given sufficient notice of the date that our vendor would be in your unit. The first date they were there, you denied access, correct? That is why an office member, along with maintenance went to knock on your door to clear up any confusion as far as the admittance for work. You had asked when our vendors returned, if they could come later, which is why they came at noon. Your unit was finished last, out of courtesy of your request. As always, it is important to check your emails regarding communications from the office. Have a safe, and enjoyable weekend!",2019-04-12 19:35:11+00:00,16
ChIJY1yB5NJmbIgRZn7E2oF5gVQ,ChZDSUhNMG9nS0VJQ0FnSURlZ2U2WEVREAE,111470724394028227478,Jackie L.,"NEVER live here. Easily the worst experience of my life— management here is incredibly unhelpful and unaccommodating. My windshield got cracked on THEIR property and to get a replacement parking pass (that I already pay for) they wanted to charge me $50. Not to mention living here has been unbearable because the apartments smell awful; there’s been a terrible odor which they refuse to do anything about. They’ll try to put a fee on nearly everything and finding parking in the first place is a joke. There are way cheaper, better places to live. Go somewhere else.",1,,2022-10-11 18:44:53+00:00,"Jackie, thank you for your comment. We strive to achieve the best customer service. We regret that we did not meet your expectations and want to make it right. Please reach out to me at 812-334-2898 or LiveBloomington@stateoncampus.com to discuss the details of your concerns. I look forward to talking with you very soon! -Tabbitha Pitzer, Assistant Community Manager",2022-10-12 13:57:31+00:00,7
